CodeTellus,Sessions,Visiteurs
24061162,1,1
24062251,1,1
24062268,1,1
24062299,1,1
24062312,1,1
24062862,1,1
24063005,1,1
24063708,1,1
24063715,1,1
24064040,1,1
24064316,1,1
24064750,1,1
24064767,1,1
24065665,1,1
24065696,1,1
24066907,1,1
24073110,1,1
24080569,1,1
24081139,1,1
24081467,1,1
24088442,1,1
24088459,1,1
24088466,1,1
24088473,1,1
24088831,1,1
24088985,1,1
24089036,1,1
24089043,1,1
24089067,1,1
24089098,1,1
24089104,1,1
24092272,1,1
24092296,1,1
24092401,1,1
24092425,1,1
24092500,1,1
24092654,1,1
24093729,1,1
24093804,1,1
24094313,1,1
24094368,1,1
24094382,1,1
24094405,1,1
24094573,1,1
24104173,1,1
24113915,1,1
24114769,1,1
24114776,1,1
24114783,1,1
24114790,1,1
24114813,1,1
24114820,1,1
24114974,1,1
24115049,1,1
24115179,1,1
24119092,1,1
24119108,1,1
24119115,1,1
24119160,1,1
24119832,1,1
24119856,1,1
24121330,1,1
24122900,1,1
24122917,1,1
24124966,1,1
24126892,1,1
24126908,1,1
24126922,1,1
24133265,1,1
24133951,1,1
24138024,1,1
24146333,1,1
24146630,1,1
24147255,1,1
24147293,1,1
24147316,1,1
24147323,1,1
24148108,1,1
24153829,1,1
24158954,1,1
24159050,1,1
24159142,1,1
24159548,1,1
24160162,1,1
24161800,1,1
24161831,1,1
24165204,1,1
24168366,1,1
24168380,1,1
24168434,1,1
24168489,1,1
24168496,1,1
24169288,1,1
24173315,1,1
24175395,1,1
24175494,1,1
24175562,1,1
24175586,1,1
24175609,1,1
24185448,1,1
24186025,1,1
24186124,1,1
24186131,1,1
24186148,1,1
24186254,1,1
24186391,1,1
24186452,1,1
24186469,1,1
24186810,1,1
24186964,1,1
24186971,1,1
24187015,1,1
24187220,1,1
24187237,1,1
24187367,1,1
24187374,1,1
24187428,1,1
24187459,1,1
24188043,1,1
24188098,1,1
24188111,1,1
24189569,1,1
24198134,1,1
24198318,1,1
24198356,1,1
24198455,1,1
24198547,1,1
24198554,1,1
24199285,1,1
24199377,1,1
24199384,1,1
24199643,1,1
24201278,1,1
24201445,1,1
24202008,1,1
24202183,1,1
24202428,1,1
24203128,1,1
24203241,1,1
24203920,1,1
24204415,1,1
24204965,1,1
24205269,1,1
24205504,1,1
24205528,1,1
24205887,1,1
24205894,1,1
24205931,1,1
24206204,1,1
24206273,1,1
24206457,1,1
24208062,1,1
24208475,1,1
24209380,1,1
24209977,1,1
24210218,1,1
24210379,1,1
24210898,1,1
24211154,1,1
24211185,1,1
24211239,1,1
24211246,1,1
24211383,1,1
24211390,1,1
24211420,1,1
24211512,1,1
24211918,1,1
24212519,1,1
24212748,1,1
24212762,1,1
24212809,1,1
24212823,1,1
24212946,1,1
24212977,1,1
24214087,1,1
24214100,1,1
24214292,1,1
24214308,1,1
24214339,1,1
24217071,1,1
24222068,1,1
24222082,1,1
24222532,1,1
24222570,1,1
24223270,1,1
24223355,1,1
24223867,1,1
24224055,1,1
24228411,1,1
24231961,1,1
24232234,1,1
24233125,1,1
24237161,1,1
24237482,1,1
24238489,1,1
24238687,1,1
24243841,1,1
24244695,1,1
24244701,1,1
24244718,1,1
24244749,1,1
24244923,1,1
24244961,1,1
24244992,1,1
24245128,1,1
24245135,1,1
24245159,1,1
24245241,1,1
24245302,1,1
24245357,1,1
24245487,1,1
24245494,1,1
24245678,1,1
24245692,1,1
24245876,1,1
24245883,1,1
24245906,1,1
24246002,1,1
24246101,1,1
24246118,1,1
24246200,1,1
24246217,1,1
24246248,1,1
24246255,1,1
24246262,1,1
24246330,1,1
24246453,1,1
24246576,1,1
24247054,1,1
24247221,1,1
24247351,1,1
24248020,1,1
24248082,1,1
24248112,1,1
24248228,1,1
24248235,1,1
24248303,1,1
24249171,1,1
24249188,1,1
24249218,1,1
24249225,1,1
24249232,1,1
24249379,1,1
24249553,1,1
24249577,1,1
24249591,1,1
24249706,1,1
24249720,1,1
24249737,1,1
24249997,1,1
24250177,1,1
24250436,1,1
24250559,1,1
24250573,1,1
24250580,1,1
24250672,1,1
24250757,1,1
24250979,1,1
24251181,1,1
24251242,1,1
24251280,1,1
24251297,1,1
24251457,1,1
24251587,1,1
24251686,1,1
24251709,1,1
24251716,1,1
24251754,1,1
24251761,1,1
24251815,1,1
24251884,1,1
24251976,1,1
24252089,1,1
24252096,1,1
24252195,1,1
24252201,1,1
24252225,1,1
24252317,1,1
24252324,1,1
24252423,1,1
24252546,1,1
24252584,1,1
24252638,1,1
24252928,1,1
24252935,1,1
24253246,1,1
24253376,1,1
24253512,1,1
24253741,1,1
24254267,1,1
24254304,1,1
24254335,1,1
24254373,1,1
24254595,1,1
24254618,1,1
24254724,1,1
24254731,1,1
24254748,1,1
24254755,1,1
24254762,1,1
24254793,1,1
24254816,1,1
24254885,1,1
24254922,1,1
24254991,1,1
24255028,1,1
24255042,1,1
24255141,1,1
24255158,1,1
24255226,1,1
24255905,1,1
24256056,1,1
24256193,1,1
24256315,1,1
24256353,1,1
24256360,1,1
24256421,1,1
24256865,1,1
24256872,1,1
24257220,1,1
24257299,1,1
24257695,1,1
24261135,1,1
24261692,1,1
24261760,1,1
24262040,1,1
24262637,1,1
24264013,1,1
24265188,1,1
24265317,1,1
24266536,1,1
24268578,1,1
24268868,1,1
24269117,1,1
24269964,1,1
24270281,1,1
24271967,1,1
24272827,1,1
24272896,1,1
24273121,1,1
24273213,1,1
24273657,1,1
24273916,1,1
24275057,1,1
24275248,1,1
24276320,1,1
24276337,1,1
24287876,1,1
24288408,1,1
24288422,1,1
24291347,1,1
24296717,1,1
24296809,1,1
24296960,1,1
24297097,1,1
24297110,1,1
24297349,1,1
24298049,1,1
24298056,1,1
24298193,1,1
24298209,1,1
24298285,1,1
24298315,1,1
24298582,1,1
24298599,1,1
24299138,1,1
24299374,1,1
24299404,1,1
24299879,1,1
24299923,1,1
24299930,1,1
24300148,1,1
24300209,1,1
24300926,1,1
24300940,1,1
24300964,1,1
24300971,1,1
24301039,1,1
24301084,1,1
24301138,1,1
24301145,1,1
24301244,1,1
24301343,1,1
24301367,1,1
24301442,1,1
24301541,1,1
24302098,1,1
24302104,1,1
24302111,1,1
24302135,1,1
24302241,1,1
24302302,1,1
24302586,1,1
24302937,1,1
24303170,1,1
24303224,1,1
24303590,1,1
24303620,1,1
24303811,1,1
24303972,1,1
24304405,1,1
24306560,1,1
24306584,1,1
24306638,1,1
24307598,1,1
24307604,1,1
24307659,1,1
24307819,1,1
24307833,1,1
24307888,1,1
24308076,1,1
24308168,1,1
24308298,1,1
24308496,1,1
24308502,1,1
24308519,1,1
24309264,1,1
24309547,1,1
24310192,1,1
24310574,1,1
24314725,1,1
24316224,1,1
24316248,1,1
24316309,1,1
24316361,1,1
24316996,1,1
24317085,1,1
24317160,1,1
24317726,1,1
24317801,1,1
24317870,1,1
24318228,1,1
24319003,1,1
24319232,1,1
24319270,1,1
24319324,1,1
24319744,1,1
24320139,1,1
24320344,1,1
24320375,1,1
24321006,1,1
24321211,1,1
24321310,1,1
24321884,1,1
24321891,1,1
24322195,1,1
24323017,1,1
24323352,1,1
24323376,1,1
24323390,1,1
24323406,1,1
24323413,1,1
24323529,1,1
24324397,1,1
24324731,1,1
24325172,1,1
24325707,1,1
24325752,1,1
24325783,1,1
24325806,1,1
24325813,1,1
24325820,1,1
24325974,1,1
24330305,1,1
24330923,1,1
24331777,1,1
24333078,1,1
24341653,1,1
24342988,1,1
24343466,1,1
24343473,1,1
24343909,1,1
24344852,1,1
24344883,1,1
24352666,1,1
24353441,1,1
24358576,1,1
24358583,1,1
24358675,1,1
24358705,1,1
24358859,1,1
24358903,1,1
24358910,1,1
24359054,1,1
24365451,1,1
24365505,1,1
24366243,1,1
24366335,1,1
24366496,1,1
24366878,1,1
24367493,1,1
24368193,1,1
24368445,1,1
24371162,1,1
24373036,1,1
24373142,1,1
24373197,1,1
24373364,1,1
24374491,1,1
24376198,1,1
24377539,1,1
24380256,1,1
24385831,1,1
24385855,1,1
24388351,1,1
24389143,1,1
24391900,1,1
24397827,1,1
24404006,1,1
24404464,1,1
24404518,1,1
24405577,1,1
24408585,1,1
24408875,1,1
24409766,1,1
24410342,1,1
24413022,1,1
24414913,1,1
24418492,1,1
24419154,1,1
24423007,1,1
24426916,1,1
24427029,1,1
24427067,1,1
24427784,1,1
24428989,1,1
24429948,1,1
24430098,1,1
24430128,1,1
24432467,1,1
24432504,1,1
24432726,1,1
24433709,1,1
24434317,1,1
24434515,1,1
24434850,1,1
24434881,1,1
24439114,1,1
24448062,1,1
24448130,1,1
24448925,1,1
24450829,1,1
24451079,1,1
24451505,1,1
24451987,1,1
24452069,1,1
24452281,1,1
24461924,1,1
24462013,1,1
24468756,1,1
24468800,1,1
24469906,1,1
24469951,1,1
24470049,1,1
24471466,1,1
24472760,1,1
24485784,1,1
24485821,1,1
24493529,1,1
24493611,1,1
24493826,1,1
24493871,1,1
24493925,1,1
24493970,1,1
24493987,1,1
24494038,1,1
24494144,1,1
24495707,1,1
24497404,1,1
24499750,1,1
24503549,1,1
24505079,1,1
24506915,1,1
24507233,1,1
24507769,1,1
24508889,1,1
24509091,1,1
24509114,1,1
24509138,1,1
24509329,1,1
24512107,1,1
24512336,1,1
24513500,1,1
24513524,1,1
24516716,1,1
24518994,1,1
24519007,1,1
24519021,1,1
24521376,1,1
24521468,1,1
24521512,1,1
24521758,1,1
24521789,1,1
24522106,1,1
24522212,1,1
24523493,1,1
24523509,1,1
24523523,1,1
24523554,1,1
24523578,1,1
24523615,1,1
24523806,1,1
24524018,1,1
24524087,1,1
24526449,1,1
24527439,1,1
24527538,1,1
24533669,1,1
24533911,1,1
24535885,1,1
24537063,1,1
24548175,1,1
24548243,1,1
24548267,1,1
24548281,1,1
24548410,1,1
24548465,1,1
24548496,1,1
24548656,1,1
24548687,1,1
24548694,1,1
24562324,1,1
24562331,1,1
24564670,1,1
24564694,1,1
24567572,1,1
24567916,1,1
24568135,1,1
24568548,1,1
24579414,1,1
24579421,1,1
24579469,1,1
24580182,1,1
24580915,1,1
24581080,1,1
24581110,1,1
24590259,1,1
24590341,1,1
24590518,1,1
24590556,1,1
24590570,1,1
24590662,1,1
24590686,1,1
24590709,1,1
24590761,1,1
24590839,1,1
24591041,1,1
24591058,1,1
24591072,1,1
24591225,1,1
24591249,1,1
24591324,1,1
24591485,1,1
24591768,1,1
24592017,1,1
24592154,1,1
24592420,1,1
24592475,1,1
24592482,1,1
24592574,1,1
24592598,1,1
24592642,1,1
24592673,1,1
24592680,1,1
24592703,1,1
24592758,1,1
24592833,1,1
24592840,1,1
24592987,1,1
24592994,1,1
24593014,1,1
24593021,1,1
24593052,1,1
24593069,1,1
24593342,1,1
24593434,1,1
24593458,1,1
24593465,1,1
24593502,1,1
24594158,1,1
24594196,1,1
24594219,1,1
24594301,1,1
24594318,1,1
24594417,1,1
24594486,1,1
24594509,1,1
24594554,1,1
24594981,1,1
24595872,1,1
24596459,1,1
24596473,1,1
24596589,1,1
24597111,1,1
24597302,1,1
24597333,1,1
24597371,1,1
24597388,1,1
24597814,1,1
24597937,1,1
24598354,1,1
24598408,1,1
24598750,1,1
24599009,1,1
24600347,1,1
24600422,1,1
24600545,1,1
24600934,1,1
24601047,1,1
24601092,1,1
24601603,1,1
24601740,1,1
24601900,1,1
24602013,1,1
24602082,1,1
24602242,1,1
24602761,1,1
24602921,1,1
24603102,1,1
24603140,1,1
24603164,1,1
24603393,1,1
24603522,1,1
24603546,1,1
24603690,1,1
24603850,1,1
24603874,1,1
24603898,1,1
24603997,1,1
24604048,1,1
24604079,1,1
24604161,1,1
24604192,1,1
24604208,1,1
24604246,1,1
24604406,1,1
24604741,1,1
24605021,1,1
24605816,1,1
24606042,1,1
24606509,1,1
24606516,1,1
24607308,1,1
24607315,1,1
24607322,1,1
24609197,1,1
24609210,1,1
24609241,1,1
24609265,1,1
24609333,1,1
24611633,1,1
24611671,1,1
24611701,1,1
24612258,1,1
24612463,1,1
24612494,1,1
24612661,1,1
24612876,1,1
24612883,1,1
24613101,1,1
24613231,1,1
24613316,1,1
24613439,1,1
24613460,1,1
24613675,1,1
24613699,1,1
24613934,1,1
24614009,1,1
24614320,1,1
24614528,1,1
24614849,1,1
24615013,1,1
24615105,1,1
24615228,1,1
24615556,1,1
24615587,1,1
24617239,1,1
24617338,1,1
24618786,1,1
24619660,1,1
24619684,1,1
24619752,1,1
24619950,1,1
24620062,1,1
24620161,1,1
24620192,1,1
24620215,1,1
24620475,1,1
24620529,1,1
24621021,1,1
24621328,1,1
24621595,1,1
24621618,1,1
24621656,1,1
24621670,1,1
24621830,1,1
24621991,1,1
24622004,1,1
24622028,1,1
24622325,1,1
24622455,1,1
24622714,1,1
24623117,1,1
24623650,1,1
24623827,1,1
24623834,1,1
24623902,1,1
24624084,1,1
24624121,1,1
24624145,1,1
24624206,1,1
24624404,1,1
24624411,1,1
24624848,1,1
24625272,1,1
24625326,1,1
24625425,1,1
24625630,1,1
24625814,1,1
24625876,1,1
24626828,1,1
24626927,1,1
24627269,1,1
24627290,1,1
24627368,1,1
24627429,1,1
24635776,1,1
24635783,1,1
24635790,1,1
24635844,1,1
24636124,1,1
24636636,1,1
24637268,1,1
24637572,1,1
24637725,1,1
24637756,1,1
24637879,1,1
24638043,1,1
24638135,1,1
24638159,1,1
24638371,1,1
24638487,1,1
24639118,1,1
24639132,1,1
24639194,1,1
24639262,1,1
24640077,1,1
24640176,1,1
24640305,1,1
24640312,1,1
24641722,1,1
24642934,1,1
24643023,1,1
24643108,1,1
24643368,1,1
24643757,1,1
24643832,1,1
24643924,1,1
24643955,1,1
24643993,1,1
24644549,1,1
24645119,1,1
24645157,1,1
24645270,1,1
24645287,1,1
24645812,1,1
24646109,1,1
24647076,1,1
24647083,1,1
24647991,1,1
24648059,1,1
24648066,1,1
24648141,1,1
24648844,1,1
24649087,1,1
24649889,1,1
24649919,1,1
24650106,1,1
24650120,1,1
24650137,1,1
24650410,1,1
24650427,1,1
24650830,1,1
24650878,1,1
24651004,1,1
24651097,1,1
24651110,1,1
24651134,1,1
24651233,1,1
24651714,1,1
24652025,1,1
24652537,1,1
24652599,1,1
24653039,1,1
24653596,1,1
24653633,1,1
24653640,1,1
24653749,1,1
24653763,1,1
24653770,1,1
24653787,1,1
24654098,1,1
24654135,1,1
24654180,1,1
24654401,1,1
24654524,1,1
24654531,1,1
24654548,1,1
24654562,1,1
24654975,1,1
24655057,1,1
24655804,1,1
24655880,1,1
24655897,1,1
24655996,1,1
24656191,1,1
24656351,1,1
24656412,1,1
24656498,1,1
24656566,1,1
24656719,1,1
24656733,1,1
24656764,1,1
24656870,1,1
24656993,1,1
24657228,1,1
24657266,1,1
24657327,1,1
24657457,1,1
24657464,1,1
24657471,1,1
24657525,1,1
24657532,1,1
24657617,1,1
24657761,1,1
24657808,1,1
24657983,1,1
24658041,1,1
24658102,1,1
24658720,1,1
24658812,1,1
24659093,1,1
24659246,1,1
24659277,1,1
24659451,1,1
24659505,1,1
24659550,1,1
24659581,1,1
24659970,1,1
24660365,1,1
24660402,1,1
24660501,1,1
24660518,1,1
24660549,1,1
24660600,1,1
24660617,1,1
24660662,1,1
24660730,1,1
24660785,1,1
24660990,1,1
24661393,1,1
24661706,1,1
24661867,1,1
24662178,1,1
24662215,1,1
24662260,1,1
24662376,1,1
24662383,1,1
24662444,1,1
24662710,1,1
24662741,1,1
24662925,1,1
24662949,1,1
24662963,1,1
24662970,1,1
24662994,1,1
24663007,1,1
24663038,1,1
24663069,1,1
24663090,1,1
24663113,1,1
24663267,1,1
24663717,1,1
24663854,1,1
24663885,1,1
24663915,1,1
24664080,1,1
24664257,1,1
24664332,1,1
24664349,1,1
24664455,1,1
24664578,1,1
24664608,1,1
24664639,1,1
24664684,1,1
24664691,1,1
24664721,1,1
24664745,1,1
24664752,1,1
24664882,1,1
24664936,1,1
24665001,1,1
24665063,1,1
24665124,1,1
24665148,1,1
24665186,1,1
24665193,1,1
24665209,1,1
24665278,1,1
24665292,1,1
24665308,1,1
24665360,1,1
24665476,1,1
24665537,1,1
24665575,1,1
24665599,1,1
24665674,1,1
24665841,1,1
24665858,1,1
24665872,1,1
24667296,1,1
24668682,1,1
24669757,1,1
24673280,1,1
24673303,1,1
24673402,1,1
24673433,1,1
24673457,1,1
24673488,1,1
24673501,1,1
24673648,1,1
24673891,1,1
24673921,1,1
24673938,1,1
24673952,1,1
24673990,1,1
24674041,1,1
24674133,1,1
24674195,1,1
24674225,1,1
24674270,1,1
24674324,1,1
24674355,1,1
24674379,1,1
24674485,1,1
24674515,1,1
24674553,1,1
24674812,1,1
24674836,1,1
24674874,1,1
24674935,1,1
24675086,1,1
24675208,1,1
24675284,1,1
24675314,1,1
24675512,1,1
24675772,1,1
24675895,1,1
24675970,1,1
24676199,1,1
24676267,1,1
24676335,1,1
24676526,1,1
24676533,1,1
24676540,1,1
24676588,1,1
24676731,1,1
24677042,1,1
24677554,1,1
24677974,1,1
24678100,1,1
24678117,1,1
24678452,1,1
24679213,1,1
24679220,1,1
24679251,1,1
24679268,1,1
24679275,1,1
24679459,1,1
24679473,1,1
24679558,1,1
24679626,1,1
24684699,1,1
24686433,1,1
24687355,1,1
24689618,1,1
24689694,1,1
24689717,1,1
24689779,1,1
24689977,1,1
24689984,1,1
24690027,1,1
24690126,1,1
24690362,1,1
24690478,1,1
24691727,1,1
24691802,1,1
24691994,1,1
24692113,1,1
24692236,1,1
24692397,1,1
24692410,1,1
24692786,1,1
24692946,1,1
24692953,1,1
24693080,1,1
24693226,1,1
24693400,1,1
24693424,1,1
24693516,1,1
24694452,1,1
24694674,1,1
24695169,1,1
24695756,1,1
24695886,1,1
24696005,1,1
24696142,1,1
24696876,1,1
24696968,1,1
24697088,1,1
24697248,1,1
24697262,1,1
24697781,1,1
24698627,1,1
24698825,1,1
24699112,1,1
24699204,1,1
24699303,1,1
24699341,1,1
24699914,1,1
24699938,1,1
24699945,1,1
24699976,1,1
24700009,1,1
24700665,1,1
24700771,1,1
24700801,1,1
24700818,1,1
24700863,1,1
24700870,1,1
24700962,1,1
24700993,1,1
24701044,1,1
24701051,1,1
24701082,1,1
24701143,1,1
24701303,1,1
24701761,1,1
24701778,1,1
24702638,1,1
24703017,1,1
24703192,1,1
24703277,1,1
24703284,1,1
24703437,1,1
24703475,1,1
24703499,1,1
24703505,1,1
24703529,1,1
24703598,1,1
24703673,1,1
24703918,1,1
24704304,1,1
24705042,1,1
24705349,1,1
24705547,1,1
24705592,1,1
24705837,1,1
24706025,1,1
24706070,1,1
24706155,1,1
24706162,1,1
24706209,1,1
24706216,1,1
24706384,1,1
24706391,1,1
24706513,1,1
24706551,1,1
24706636,1,1
24706797,1,1
24707107,1,1
24707138,1,1
24707237,1,1
24707329,1,1
24707336,1,1
24707572,1,1
24708197,1,1
24708203,1,1
24708579,1,1
24708722,1,1
24708739,1,1
24708753,1,1
24708845,1,1
24709477,1,1
24709569,1,1
24710053,1,1
24710060,1,1
24710473,1,1
24710695,1,1
24711074,1,1
24711128,1,1
24711388,1,1
24711494,1,1
24711739,1,1
24711753,1,1
24711784,1,1
24712002,1,1
24712033,1,1
24712040,1,1
24716635,1,1
24718943,1,1
24719025,1,1
24719162,1,1
24719360,1,1
24719391,1,1
24719407,1,1
24719421,1,1
24719636,1,1
24719971,1,1
24720052,1,1
24720243,1,1
24720267,1,1
24720564,1,1
24720649,1,1
24720731,1,1
24720779,1,1
24720908,1,1
24721059,1,1
24721110,1,1
24721165,1,1
24721240,1,1
24721608,1,1
24721905,1,1
24721912,1,1
24721929,1,1
24721936,1,1
24721981,1,1
24721998,1,1
24722001,1,1
24722032,1,1
24722063,1,1
24722117,1,1
24722124,1,1
24722131,1,1
24722254,1,1
24722278,1,1
24723268,1,1
24723640,1,1
24731256,1,1
24731393,1,1
24732406,1,1
24732505,1,1
24732963,1,1
24732994,1,1
24733106,1,1
24733137,1,1
24733397,1,1
24733779,1,1
24734202,1,1
24734783,1,1
24735643,1,1
24736091,1,1
24736206,1,1
24736961,1,1
24738309,1,1
24738316,1,1
24738392,1,1
24738491,1,1
24739375,1,1
24739436,1,1
24739443,1,1
24747318,1,1
24749527,1,1
24749640,1,1
24749657,1,1
24749725,1,1
24749947,1,1
24749961,1,1
24750004,1,1
24750035,1,1
24750936,1,1
24750943,1,1
24751001,1,1
24752787,1,1
24752978,1,1
24753029,1,1
24754149,1,1
24754866,1,1
24755085,1,1
24755214,1,1
24755283,1,1
24755924,1,1
24755948,1,1
24759649,1,1
24759847,1,1
24760492,1,1
24761314,1,1
24762380,1,1
24765350,1,1
24765596,1,1
24767460,1,1
24767552,1,1
24768092,1,1
24768108,1,1
24768115,1,1
24768122,1,1
24768146,1,1
24768214,1,1
24768221,1,1
24768252,1,1
24768269,1,1
24768276,1,1
24768771,1,1
24768825,1,1
24769341,1,1
24769419,1,1
24769488,1,1
24769549,1,1
24769716,1,1
24771337,1,1
24771795,1,1
24771832,1,1
24772259,1,1
24772839,1,1
24773201,1,1
24773263,1,1
24773478,1,1
24773508,1,1
24774239,1,1
24774352,1,1
24774390,1,1
24774987,1,1
24774994,1,1
24775090,1,1
24775373,1,1
24775724,1,1
24776059,1,1
24776295,1,1
24776325,1,1
24777490,1,1
24778732,1,1
24778992,1,1
24779111,1,1
24779197,1,1
24779234,1,1
24779333,1,1
24780094,1,1
24780780,1,1
24780872,1,1
24780926,1,1
24780957,1,1
24781008,1,1
24781046,1,1
24781206,1,1
24781213,1,1
24781237,1,1
24781558,1,1
24781565,1,1
24782289,1,1
24784634,1,1
24784641,1,1
24785143,1,1
24786331,1,1
24786829,1,1
24788175,1,1
24788243,1,1
24788465,1,1
24789288,1,1
24789325,1,1
24789332,1,1
24789578,1,1
24790413,1,1
24790437,1,1
24790444,1,1
24790482,1,1
24790581,1,1
24790598,1,1
24791014,1,1
24791427,1,1
24791441,1,1
24792745,1,1
24793018,1,1
24793223,1,1
24794701,1,1
24794862,1,1
24795050,1,1
24795197,1,1
24795685,1,1
24795784,1,1
24795920,1,1
24796033,1,1
24796064,1,1
24796071,1,1
24796187,1,1
24796231,1,1
24796255,1,1
24796361,1,1
24796422,1,1
24796538,1,1
24796545,1,1
24796569,1,1
24796675,1,1
24796781,1,1
24796804,1,1
24796811,1,1
24796828,1,1
24796835,1,1
24796842,1,1
24796934,1,1
24796965,1,1
24796989,1,1
24796996,1,1
24797030,1,1
24797122,1,1
24797139,1,1
24797146,1,1
24797160,1,1
24797191,1,1
24797320,1,1
24797412,1,1
24799195,1,1
24799287,1,1
24799317,1,1
24799416,1,1
24799447,1,1
24799485,1,1
24799546,1,1
24799553,1,1
24803267,1,1
24807012,1,1
24810623,1,1
24810852,1,1
24810920,1,1
24810968,1,1
24811057,1,1
24811071,1,1
24811217,1,1
24812504,1,1
24817950,1,1
24818315,1,1
24819770,1,1
24819947,1,1
24820011,1,1
24820059,1,1
24820080,1,1
24820097,1,1
24821179,1,1
24821544,1,1
24842976,1,1
24843102,1,1
24852043,1,1
24852098,1,1
24852135,1,1
24860703,1,1
24860727,1,1
24861502,1,1
24864169,1,1
24865289,1,1
24880510,1,1
24881005,1,1
24881487,1,1
24881494,1,1
24881708,1,1
24881746,1,1
24881760,1,1
24886154,1,1
24886772,1,1
24887038,1,1
24888370,1,1
24888417,1,1
24888530,1,1
24888967,1,1
24889117,1,1
24889407,1,1
24890182,1,1
24890359,1,1
24890830,1,1
24891615,1,1
24892285,1,1
24892933,1,1
24892957,1,1
24892988,1,1
24892995,1,1
24893008,1,1
24893138,1,1
24893145,1,1
24893480,1,1
24893572,1,1
24893633,1,1
24893756,1,1
24894111,1,1
24894166,1,1
24894180,1,1
24894197,1,1
24894210,1,1
24894616,1,1
24894654,1,1
24894692,1,1
24894746,1,1
24894838,1,1
24894906,1,1
24895354,1,1
24895453,1,1
24900225,1,1
24900447,1,1
24900911,1,1
24900928,1,1
24901000,1,1
24901048,1,1
24901123,1,1
24901284,1,1
24901314,1,1
24901376,1,1
24901406,1,1
24901413,1,1
24901949,1,1
24902144,1,1
24902236,1,1
24902274,1,1
24902311,1,1
24902687,1,1
24902724,1,1
24902809,1,1
24902816,1,1
24902823,1,1
24906586,1,1
24911856,1,1
24912037,1,1
24913812,1,1
24913843,1,1
24914222,1,1
24914239,1,1
24914376,1,1
24914512,1,1
24914550,1,1
24914673,1,1
24914697,1,1
24914703,1,1
24914727,1,1
24914741,1,1
24914864,1,1
24914888,1,1
24914932,1,1
24915038,1,1
24915250,1,1
24915342,1,1
24915359,1,1
24915373,1,1
24915465,1,1
24915472,1,1
24915663,1,1
24921275,1,1
24922265,1,1
24923101,1,1
24924412,1,1
24924726,1,1
24925464,1,1
24925532,1,1
24928038,1,1
24929523,1,1
24929530,1,1
24929707,1,1
24929820,1,1
24931823,1,1
24932400,1,1
24932813,1,1
24932868,1,1
24933100,1,1
24933438,1,1
24933803,1,1
24934015,1,1
24934848,1,1
24935265,1,1
24935296,1,1
24935388,1,1
24935463,1,1
24935487,1,1
24935555,1,1
24935562,1,1
24935760,1,1
24935777,1,1
24935944,1,1
24936149,1,1
24936248,1,1
24936514,1,1
24936606,1,1
24936873,1,1
24936927,1,1
24937054,1,1
24937085,1,1
24937153,1,1
24937191,1,1
24937382,1,1
24937610,1,1
24937658,1,1
24938013,1,1
24938143,1,1
24938853,1,1
24939126,1,1
24939294,1,1
24939416,1,1
24939560,1,1
24939768,1,1
24939874,1,1
24939928,1,1
24940054,1,1
24940238,1,1
24940252,1,1
24940542,1,1
24940764,1,1
24940887,1,1
24940948,1,1
24941037,1,1
24941136,1,1
24941198,1,1
24941266,1,1
24941280,1,1
24941556,1,1
24941570,1,1
24941617,1,1
24941716,1,1
24941815,1,1
24942065,1,1
24942157,1,1
24942164,1,1
24942379,1,1
24942386,1,1
24942782,1,1
24943482,1,1
24943550,1,1
24943895,1,1
24991988,1,1
25021202,1,1
25021370,1,1
25023961,1,1
25024265,1,1
25024401,1,1
25025620,1,1
25027259,1,1
25028164,1,1
25029260,1,1
25029338,1,1
25030792,1,1
25030815,1,1
25031263,1,1
25031294,1,1
25031379,1,1
25031713,1,1
25033311,1,1
25033823,1,1
25033922,1,1
25034332,1,1
25034349,1,1
25034448,1,1
25034462,1,1
25034479,1,1
25035193,1,1
25035230,1,1
25035568,1,1
25035674,1,1
25035704,1,1
25035834,1,1
25036145,1,1
25036411,1,1
25037630,1,1
25038774,1,1
25039030,1,1
25039061,1,1
25039450,1,1
25039573,1,1
25042399,1,1
25042689,1,1
25042917,1,1
25042979,1,1
25043679,1,1
25043815,1,1
25045710,1,1
25046199,1,1
25047875,1,1
25048292,1,1
25048322,1,1
25048568,1,1
25049961,1,1
25049992,1,1
25050097,1,1
25050134,1,1
25050813,1,1
25050820,1,1
25050929,1,1
25055023,1,1
25055108,1,1
25055511,1,1
25055528,1,1
25055535,1,1
25055542,1,1
25055719,1,1
25055962,1,1
25055979,1,1
25056334,1,1
25057126,1,1
25057164,1,1
25057270,1,1
25063288,1,1
25063394,1,1
25063493,1,1
25064131,1,1
25065138,1,1
25065220,1,1
25065244,1,1
25065299,1,1
25065435,1,1
25065442,1,1
25065589,1,1
25066050,1,1
25066418,1,1
25066562,1,1
25066593,1,1
25066630,1,1
25067101,1,1
25067132,1,1
25067279,1,1
25083330,1,1
25083361,1,1
25083453,1,1
25083477,1,1
25083767,1,1
25083774,1,1
25083798,1,1
25084566,1,1
25084788,1,1
25084986,1,1
25085143,1,1
25085167,1,1
25085198,1,1
25085266,1,1
25085303,1,1
25085310,1,1
25085358,1,1
25085419,1,1
25085426,1,1
25086300,1,1
25086324,1,1
25086348,1,1
25086416,1,1
25086454,1,1
25087383,1,1
25087390,1,1
